Time [s], Analyzer Name, Decoded Protocol Result
0.923191000000000,I2C,Setup Write to ['184'] + NAK
0.923986000000000,I2C,Setup Write to ['184'] + ACK
0.924173000000000,I2C,'3' + ACK
0.924342500000000,I2C,'0' + ACK
0.924511500000000,I2C,'4' + ACK
0.926771000000000,I2C,Setup Read to ['185'] + ACK
0.926964000000000,I2C,'3' + ACK
0.927135500000000,I2C,'4' + ACK
0.927307500000000,I2C,'2' + ACK
0.927479000000000,I2C,2 + ACK
0.927651000000000,I2C,'1' + ACK
0.927822500000000,I2C,'0' + ACK
0.927994500000000,I2C,P + ACK
0.928170500000000,I2C,'15' + NAK
5.925539500000000,I2C,Setup Write to ['184'] + NAK
5.926335000000000,I2C,Setup Write to ['184'] + ACK
5.926513000000000,I2C,'3' + ACK
5.926682500000000,I2C,'0' + ACK
5.926851500000000,I2C,'4' + ACK
5.929120000000000,I2C,Setup Read to ['185'] + ACK
5.929312000000000,I2C,'3' + ACK
5.929483500000000,I2C,'4' + ACK
5.929655000000000,I2C,'2' + ACK
5.929827000000000,I2C,2 + ACK
5.929998500000000,I2C,'1' + ACK
5.930170500000000,I2C,'0' + ACK
5.930342000000000,I2C,P + ACK
5.930518000000000,I2C,'15' + NAK
10.919542500000000,I2C,Setup Write to ['184'] + NAK
10.920337999999999,I2C,Setup Write to ['184'] + ACK
10.920525000000000,I2C,'3' + ACK
10.920694500000000,I2C,'0' + ACK
10.920863499999999,I2C,'4' + ACK
10.923123500000001,I2C,Setup Read to ['185'] + ACK
10.923320000000000,I2C,'3' + ACK
10.923492000000000,I2C,'4' + ACK
10.923663500000000,I2C,'2' + ACK
10.923835499999999,I2C,1 + ACK
10.924007000000000,I2C,'1' + ACK
10.924179000000001,I2C,'0' + ACK
10.924350499999999,I2C,'160' + ACK
10.924526500000001,I2C,'15' + NAK
