Time [s], Analyzer Name, Decoded Protocol Result
4.812583500000000,I2C,Setup Write to ['184'] + NAK
4.815473500000000,I2C,Setup Read to ['185'] + NAK
4.815925500000000,I2C,Setup Read to ['185'] + NAK
4.819057500000000,I2C,Setup Read to ['185'] + NAK
4.824523500000000,I2C,Setup Read to ['185'] + NAK
4.829990000000000,I2C,Setup Read to ['185'] + NAK
4.835455500000000,I2C,Setup Read to ['185'] + NAK
4.840922000000000,I2C,Setup Read to ['185'] + NAK
4.846388500000000,I2C,Setup Read to ['185'] + NAK
9.330899000000000,I2C,Setup Write to ['184'] + NAK
9.333541500000001,I2C,Setup Read to ['185'] + NAK
9.333976000000000,I2C,Setup Read to ['185'] + NAK
9.337164500000000,I2C,Setup Read to ['185'] + NAK
9.342630500000000,I2C,Setup Read to ['185'] + NAK
9.348096500000000,I2C,Setup Read to ['185'] + NAK
9.353562999999999,I2C,Setup Read to ['185'] + NAK
9.359029000000000,I2C,Setup Read to ['185'] + NAK
9.364495000000000,I2C,Setup Read to ['185'] + NAK
14.328979500000001,I2C,Setup Write to ['184'] + NAK
14.331670500000000,I2C,Setup Read to ['185'] + NAK
14.332122000000000,I2C,Setup Read to ['185'] + NAK
14.335284500000000,I2C,Setup Read to ['185'] + NAK
14.340750000000000,I2C,Setup Read to ['185'] + NAK
14.346216500000001,I2C,Setup Read to ['185'] + NAK
14.351683000000000,I2C,Setup Read to ['185'] + NAK
14.357148499999999,I2C,Setup Read to ['185'] + NAK
14.362615000000000,I2C,Setup Read to ['185'] + NAK
